textID,original,sentiment,prefix,completion,combined,cosine_sim
43e91a5488, I liked it.  Did you record it yourself?  If so you have a very soothing voice.,positive,<sentiment: positive>I liked it.  Did you record it yourself,?  I`m a big fan of yours.,<sentiment: positive>I liked it.  Did you record it yourself?  I`m a big fan of yours.,0.18756705522537231
410dd99aa3,man im so sad school is ending  but then again high school might be better :O,neutral,<sentiment: neutral>man im so sad school is ending  but, im so excited for the summer and my birthday,<sentiment: neutral>man im so sad school is ending  but im so excited for the summer and my birthday,0.18411868810653687
b3eadfc565," Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",positive,"<sentiment: positive>Folks thought it was hilarious when I told them the story, and", they were all like 'that`s so you!'  I love my friends,"<sentiment: positive>Folks thought it was hilarious when I told them the story, and they were all like 'that`s so you!'  I love my friends",0.22217577695846558
480894125b, you`re the absoute best,positive,<sentiment: positive>you`re, very welcome!,<sentiment: positive>you`re very welcome!,0.127921000123024
001617fca4,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,neutral,<sentiment: neutral>oh my god!!! i cried so much!!! watch this guys from, the end of the video  http://bit.ly/1zjx,<sentiment: neutral>oh my god!!! i cried so much!!! watch this guys from the end of the video  http://bit.ly/1zjx,0.24096380174160004
52f2f23473,My near daily exercise is starting to show results.,neutral,<sentiment: neutral>My near daily exercise is, to check your Twitter updates.,<sentiment: neutral>My near daily exercise is to check your Twitter updates.,0.22762757539749146
e7e27b0c91, Welcome!,positive,<sentiment: positive>Welcome, to Twitter!,<sentiment: positive>Welcome to Twitter!,0.2860519289970398
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,<sentiment: neutral>Bout to hit pmark then make one, of my own  then back to sleep.,<sentiment: neutral>Bout to hit pmark then make one of my own  then back to sleep.,0.07998450845479965
aeb0e9d730,: you get to go home and i have to go to work,neutral,<sentiment: neutral>: you get to go home, to your own bed tonight!,<sentiment: neutral>: you get to go home to your own bed tonight!,0.31550920009613037
c672c9da1d,voted for  on CMT.com,neutral,<sentiment: neutral>voted for , you on E!,<sentiment: neutral>voted for  you on E!,0.17553086578845978
cbee1946d3,"just got home from a nice party, just not tired yet",positive,<sentiment: positive>just got home from a nice, lunch with my mom and grandma,<sentiment: positive>just got home from a nice lunch with my mom and grandma,0.14826825261116028
b1999f0951,Now I have a sunburn,negative,<sentiment: negative>Now I have, a headache.,<sentiment: negative>Now I have a headache.,0.14446890354156494
25510fbf89,I have the Job  this is a nice day it can not be better,positive,<sentiment: positive>I have the Job  this is, the best day of my life.,<sentiment: positive>I have the Job  this is the best day of my life.,0.16486600041389465
bcb9426abb,I wish I could go to #BEA this weekend.,positive,<sentiment: positive>I wish I could go to, the concert.  *-*,<sentiment: positive>I wish I could go to the concert.  *-*,0.24280372262001038
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",neutral,"<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I"," will never see him again  I`m so sad, I`m crying!","<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I will never see him again  I`m so sad, I`m crying!",0.24327948689460754
3f0f5891ab, love your books,positive,<sentiment: positive>love, you too!,<sentiment: positive>love you too!,0.16814519464969635
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m, getting impatient. i want to go home and watch the hills.,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m getting impatient. i want to go home and watch the hills.,0.23613469302654266
11de8c0456,Im Slowing on My Tweets..Cuase I Lost My Phone,negative,<sentiment: negative>Im Slowing on My Tweets, Im Sorry  I Hate This!,<sentiment: negative>Im Slowing on My Tweets Im Sorry  I Hate This!,0.22712749242782593
d5712716e9, well thank your phone for me.,positive,<sentiment: positive>well thank your, for the follow!,<sentiment: positive>well thank your for the follow!,0.1365002691745758
3f90f95beb, why would they take a photo with stuffed animals?! that`s pretty funny,positive,<sentiment: positive>why would they take a photo with, you?  you`re awesome!,<sentiment: positive>why would they take a photo with you?  you`re awesome!,0.12078143656253815
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,neutral,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.,  http://twitpic.com/4w6j3,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.  http://twitpic.com/4w6j3,0.238064706325531
7223fdccc2,tikcets are only ÃÂ¯ÃÂ¿ÃÂ½91...each...BUT I SO WANT TO GO,positive,<sentiment: positive>tikcets are only Ã¯Â¿Â½91," each, so not too bad for a day out","<sentiment: positive>tikcets are only Ã¯Â¿Â½91 each, so not too bad for a day out",0.07562334090471268
f254748cdb, Happy Mothers Day,positive,<sentiment: positive>Happy, Mothers Day,<sentiment: positive>Happy Mothers Day,0.13129785656929016
256453d14f, It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,negative,<sentiment: negative>It`s gonna be hot here today too. today is Ryan`s last day of pre-k., He`s so excited to be going to kindergarten next year. I`m not so much.,<sentiment: negative>It`s gonna be hot here today too. today is Ryan`s last day of pre-k. He`s so excited to be going to kindergarten next year. I`m not so much.,0.26736295223236084
8fd01857a9,is dreaming of the weekend... awake!,neutral,<sentiment: neutral>is dreaming of the, beach and the sunshine,<sentiment: neutral>is dreaming of the beach and the sunshine,0.1872912496328354
37227c0dbf,"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",negative,"<sentiment: negative>Oh, **** me. I`ve just returned from the Super", Target and I`m not happy. I`m broke.,"<sentiment: negative>Oh, **** me. I`ve just returned from the Super Target and I`m not happy. I`m broke.",0.23271822929382324
20aff2fcb1, yay but you missed naptime,neutral,<sentiment: neutral>yay but, no more weekend left,<sentiment: neutral>yay but no more weekend left,0.1635388433933258
ca223af36e,"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",positive,"<sentiment: positive>D-group Saturday`s, with a little bit of football, an hour nap, ", and a movie.  I`m a happy camper.  Night all!,"<sentiment: positive>D-group Saturday`s, with a little bit of football, an hour nap,  and a movie.  I`m a happy camper.  Night all!",0.2554989159107208
90977e9614,just set up a new computer again. 15min. I love Norton Ghost.,positive,<sentiment: positive>just set up a new computer again., It`s so much fun doing that.,<sentiment: positive>just set up a new computer again. It`s so much fun doing that.,0.07896852493286133
433b1ab9ea,Ahhh my mommie got me new sheets for my bed  so comfy,positive,<sentiment: positive>Ahhh my mommie got me, a new ipod touch! Yay,<sentiment: positive>Ahhh my mommie got me a new ipod touch! Yay,0.13821417093276978
37771d1bc1,_celeste  finally some sleep in silence,neutral,<sentiment: neutral>_celeste ," yeah, sure","<sentiment: neutral>_celeste  yeah, sure",0.16801372170448303
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,neutral,<sentiment: neutral>im just up :-| and its 12:43, am... i think im going to go back to sleep,<sentiment: neutral>im just up :-| and its 12:43 am... i think im going to go back to sleep,0.3084302246570587
14760477ad,is pretty dang tired. but chambers class is for napping.,negative,<sentiment: negative>is pretty dang tired. but, has to work at 6,<sentiment: negative>is pretty dang tired. but has to work at 6,0.029753610491752625
da908a6635,i have to poop...   is hogging the shitter,negative,<sentiment: negative>i have to poop...  , and i don't wanna,<sentiment: negative>i have to poop...   and i don't wanna,0.2147769033908844
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,neutral,<sentiment: neutral>YES! Im down to 50% full on my dvr  i was at 98%," last night. I have 2 eps of House, 1 of Bones, and 1 of CSI","<sentiment: neutral>YES! Im down to 50% full on my dvr  i was at 98% last night. I have 2 eps of House, 1 of Bones, and 1 of CSI",0.26824283599853516
1ea547383b,Happy muthath`s day to all moms!!! I salute you!,positive,<sentiment: positive>Happy muthath`s day to, all the mums out there!,<sentiment: positive>Happy muthath`s day to all the mums out there!,0.14211075007915497
6634c62acf,Hahaha! Alright  ..,positive,<sentiment: positive>Hahaha!, Thanks for sharing!,<sentiment: positive>Hahaha! Thanks for sharing!,0.20201870799064636
c7240790da, Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,positive,<sentiment: positive>Aren`t you suppossed to support the, people who are trying to make a better world?,<sentiment: positive>Aren`t you suppossed to support the people who are trying to make a better world?,0.26407042145729065
08ede23635, good to know   thanks,positive,<sentiment: positive>good to, see you back,<sentiment: positive>good to see you back,0.14404647052288055
4e87dcff0e, what are you? flavor of the day?,neutral,<sentiment: neutral>what are you?, what kind of dog?,<sentiment: neutral>what are you? what kind of dog?,0.2152317464351654
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,neutral,<sentiment: neutral>weathers let me down this morning...ugh, but i`m off to work now!,<sentiment: neutral>weathers let me down this morning...ugh but i`m off to work now!,0.19118352234363556
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,neutral,<sentiment: neutral>Just listened to condre scr and got an invitation to watch their live concert on June, 6.  http://plurk.com/p/rq2jv,<sentiment: neutral>Just listened to condre scr and got an invitation to watch their live concert on June 6.  http://plurk.com/p/rq2jv,-0.01832582801580429
e34af4fd97," E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",positive,"<sentiment: positive>E.L.O.  wow, brings back so many happy memories.  LOVE this", band.  I`m so glad I got to see them in concert last year.,"<sentiment: positive>E.L.O.  wow, brings back so many happy memories.  LOVE this band.  I`m so glad I got to see them in concert last year.",0.25496935844421387
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,positive,<sentiment: positive>that`s a very cute picture... but you don`t get fat from, chocolate... you get fat from not moving  you`re fine.,<sentiment: positive>that`s a very cute picture... but you don`t get fat from chocolate... you get fat from not moving  you`re fine.,0.3425486385822296
